repo,test_id,framework,line,name,raw_code,sync_pattern,sync_target,sync_placement,is_fixed_delay,sync_arg_kind,sync_call_kind_ast,sync_arg_kind_ast,is_condition_based,is_network_based,is_assertion_retry,is_framework_auto_wait_inferred,sync_evidence_basis,manual_sync_pattern_ok,manual_sync_pattern_should_be,manual_sync_target_ok,manual_sync_target_should_be,manual_sync_arg_kind_ok,manual_sync_arg_kind_should_be,manual_notes,event_snippet,snippet_truncated,file_path,enclosing_function_or_helper_snippet,test_body_context_snippet
midas-research/audino,aa0376cc73f10724171cb39f6a9ebecc,Cypress,755,"cy.get('.cvat-attribute-mutable-checkbox')
                .find('[type=""checkbox""]')
                .should","cy.get('.cvat-attribute-mutable-checkbox')
                .find('[type=""checkbox""]')
                .should('be.checked')",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.get('.cvat-attribute-mutable-checkbox')
                .find('[type=""checkbox""]')
                .should('be.checked')",false,,,
apitable/apitable,ddbd7f7cba4f01a18ee8d95076bb7ab2,Cypress,101,cy.waitUntil,"cy.waitUntil(() => {
    return cy.get('@consoleLog', {
      timeout: 200000,
    }).should('be.calledWithMatch', /resourceRevisions/);
  }, {
    timeout: 200000,
  })",predicate_or_custom_condition,predicate,helper,False,,predicate,predicate,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.waitUntil(() => {
    return cy.get('@consoleLog', {
      timeout: 200000,
    }).should('be.calledWithMatch', /resourceRevisions/);
  }, {
    timeout: 200000,
  })",false,,,
microsoft/fluentui,b15c6360f68ab7e1e854270bb4915a73,Cypress,20,cy.get('#drawer-footer').should,cy.get('#drawer-footer').should('exist'),assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.get('#drawer-footer').should('exist'),false,,,
MyCryptoHQ/MyCrypto,d11cc10325b964af9df14301f6b4ed8d,TestCafe,70,t.wait,t.wait(FIXTURES_CONST.TIMEOUT),fixed_delay,time,test_body,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,t.wait(FIXTURES_CONST.TIMEOUT),false,,,
mattermost/mattermost,1fdd4780e31e0c3a05d91326716562ad,Cypress,16,"cy.uiGetSearchBox().
        clear().
        wait(TIMEOUTS.HALF_SEC).
        type(query).
        wait","cy.uiGetSearchBox().
        clear().
        wait(TIMEOUTS.HALF_SEC).
        type(query).
        wait(TIMEOUTS.HALF_SEC)",unresolved_custom_wait,,helper,False,,wait_api,,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.uiGetSearchBox().
        clear().
        wait(TIMEOUTS.HALF_SEC).
        type(query).
        wait(TIMEOUTS.HALF_SEC)",false,,,
JetBrains/kotlin-web-site,de5616e396fba9dab280128ce3bb73b0,Playwright,23,context.waitForEvent,context.waitForEvent('page'),event_wait,event,test_body,False,,wait_api,event,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,context.waitForEvent('page'),false,,,
mattermost/mattermost,4cbdf72c7db85e6d9a0b4a1a4914fca9,Cypress,16,"cy.uiGetSearchBox().
        clear().
        wait(TIMEOUTS.HALF_SEC).
        type(query).
        wait","cy.uiGetSearchBox().
        clear().
        wait(TIMEOUTS.HALF_SEC).
        type(query).
        wait(TIMEOUTS.HALF_SEC)",unresolved_custom_wait,,helper,False,,wait_api,,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.uiGetSearchBox().
        clear().
        wait(TIMEOUTS.HALF_SEC).
        type(query).
        wait(TIMEOUTS.HALF_SEC)",false,,,
appsmithorg/appsmith,63dfe64e664ce17ca7df733fb761305e,Cypress,954,cy.get(welcomePage.email).should,"cy.get(welcomePage.email).should(""be.visible"")",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.get(welcomePage.email).should(""be.visible"")",false,,,
openobserve/openobserve,740fcf491737c3a9343c9bf907a2bffa,Playwright,178,"page.getByText(""Dashboard deleted successfully"").waitFor","page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",element_state_wait,element,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.getByText(""Dashboard deleted successfully"").waitFor({
    state: 'visible',
    timeout: 10000
  })",false,,,
cloudtogo/pageplug,7aff4fa687f6f3ddc316c54e77e66bbf,Cypress,1132,cy.wait,cy.wait(timeout),fixed_delay,time,hook,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_symbol_name_heuristic,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(timeout),false,,,
super-productivity/super-productivity,7a17ddbf9ab4982436b7109288b21fd1,Playwright,128,"page
    .waitForEvent","page
    .waitForEvent('download', { timeout: 90000 })",event_wait,event,helper,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page
    .waitForEvent('download', { timeout: 90000 })",false,,,
BuilderIO/builder,2bd994d45785a209390a923af164e2e3,Playwright,125,cy.wait,cy.wait(getOrdersRequest),unresolved_custom_wait,,test_body,False,,wait_api,,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(getOrdersRequest),false,,,
linode/manager,b7ce4c693be97f4f1cfb7675cc0d7e8b,Cypress,475,cy.wait,"cy.wait(['@getInvoices', '@getPayments', '@getPaymentMethods'])",network_wait,network,test_body,False,alias_array,wait_api,network_alias_array,False,True,False,False,ast_array_literal,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(['@getInvoices', '@getPayments', '@getPaymentMethods'])",false,,,
cloudtogo/pageplug,da095c03aee1eb89748b255eb4f990d6,Cypress,947,cy.wait,"cy.wait(""@createSuperUser"")",network_wait,network,hook,False,alias_literal,wait_api,alias_literal,False,True,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(""@createSuperUser"")",false,,,
lunasec-io/lunasec,dc9437c5aa0b2fa54c4ed6b368855712,Cypress,148,cy.wait,cy.wait(process.env.CI ? 10000 : 1000),unresolved_custom_wait,,test_body,False,constant_or_expression,wait_api,expression,False,False,False,False,ast_expression_unresolved,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(process.env.CI ? 10000 : 1000),false,,,
payloadcms/payload,d5522f320981d9f5da3f6d7b98df954e,Playwright,1635,"expect(async () => {
        await expect(page.locator('.import-preview__import-count')).toBeVisible()
      }).toPass","expect(async () => {
        await expect(page.locator('.import-preview__import-count')).toBeVisible()
      }).toPass({ timeout: POLL_TOPASS_TIMEOUT })",assertion_retry_wait,assertion,test_body,False,,assertion,,False,False,True,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(async () => {
        await expect(page.locator('.import-preview__import-count')).toBeVisible()
      }).toPass({ timeout: POLL_TOPASS_TIMEOUT })",false,,,
appsmithorg/appsmith,2895b7a6c07cc48c175b3612609172e2,Cypress,986,cy.wait,"cy.wait(""@createSuperUser"")",network_wait,network,hook,False,alias_literal,wait_api,alias_literal,False,True,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(""@createSuperUser"")",false,,,
MyCryptoHQ/MyCrypto,c892b03d1d6299ec5ad7c41a0c00444a,TestCafe,55,t.wait,t.wait(FIXTURES_CONST.TIMEOUT),fixed_delay,time,test_body,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,t.wait(FIXTURES_CONST.TIMEOUT),false,,,
appsmithorg/appsmith,740b260616274f6e3b278315e2ab5653,Cypress,215,cy.location().should,"cy.location().should((loc) => {
      if (redirectUrl) {
        expect(loc.href).to.eq(loc.origin + redirectUrl);
      } else {
        expect(loc.href).to.eq(loc.origin + ""/applications"");
      }
    })",assertion_retry_wait,assertion,hook,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_callback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.location().should((loc) => {
      if (redirectUrl) {
        expect(loc.href).to.eq(loc.origin + redirectUrl);
      } else {
        expect(loc.href).to.eq(loc.origin + ""/applications"");
      }
    })",false,,,
tldraw/tldraw,95e1d0d9685e84b532272428a2d138c9,Playwright,301,"expect(async () => {
		await sidebar.expectToContainText(originalName)
		await sidebar.expectNotToContainText(newName)
	}).toPass","expect(async () => {
		await sidebar.expectToContainText(originalName)
		await sidebar.expectNotToContainText(newName)
	}).toPass()",predicate_or_custom_condition,predicate,test_body,False,,predicate,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"expect(async () => {
		await sidebar.expectToContainText(originalName)
		await sidebar.expectNotToContainText(newName)
	}).toPass()",false,,,
UI5/webcomponents,609f66970a85cfb007cdceb0addeb12c,Cypress,236,"cy.get(""@valueHelpTrigger"")
			.should","cy.get(""@valueHelpTrigger"")
			.should(""have.been.calledTwice"")",assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.get(""@valueHelpTrigger"")
			.should(""have.been.calledTwice"")",false,,,
elizaOS/eliza,92ef12ed4848e5de598424bd7a954cb4,Playwright,112,page.waitForResponse,"page.waitForResponse(
      (response) =>
        response.url().includes(""/api/v1/dashboard"") &&
        response.status() === 200,
    )",network_wait,network,test_body,False,alias_expression,wait_api,network,False,True,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForResponse(
      (response) =>
        response.url().includes(""/api/v1/dashboard"") &&
        response.status() === 200,
    )",false,,,
live-codes/livecodes,823bfa9de80903f93a155a4f0bf47a0f,Playwright,6,app.waitForLoadState,app.waitForLoadState(),navigation_or_load_wait,navigation,helper,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,app.waitForLoadState(),false,,,
cloudtogo/pageplug,f283a43501f3336c2cf868d76829e3ff,Cypress,804,cy.wrap($element).wait,cy.wrap($element).wait(waitTimeInterval),fixed_delay,time,hook,True,constant_or_expression,wait_api,time_expression,False,False,False,False,ast_symbol_name_heuristic,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wrap($element).wait(waitTimeInterval),false,,,
silevis/reactgrid,912842104b812c85ad4822e321bf60f2,Cypress,166,utils.wait,utils.wait(),unresolved_custom_wait,,test_body,False,,wait_api,none,False,False,False,False,ast_call,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,utils.wait(),false,,,
cloudtogo/pageplug,05ec173a00c562a03ca709dd1269871b,Cypress,947,cy.wait,"cy.wait(""@createSuperUser"")",network_wait,network,hook,False,alias_literal,wait_api,alias_literal,False,True,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.wait(""@createSuperUser"")",false,,,
SonicJs-Org/sonicjs,4cbe7288f7aec5a569f5e5a46a0bfa0d,Playwright,377,page.waitForLoadState,"page.waitForLoadState('networkidle', { timeout: 15000 })",navigation_or_load_wait,navigation,hook,False,,wait_api,condition,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForLoadState('networkidle', { timeout: 15000 })",false,,,
microsoft/fast,bb68a6e0d4cc1e713f9918507e25c1f8,Playwright,5,page.waitForFunction,"page.waitForFunction(
            () => (window as any).hydrationCompleted === true,
        )",predicate_or_custom_condition,predicate,hook,False,,predicate,predicate,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page.waitForFunction(
            () => (window as any).hydrationCompleted === true,
        )",false,,,
MyCryptoHQ/MyCrypto,ed64aa2de23eeffde66029e1614bdd51,TestCafe,57,t.wait,t.wait(FIXTURES_CONST.TIMEOUT),fixed_delay,time,test_body,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,t.wait(FIXTURES_CONST.TIMEOUT),false,,,
MyCryptoHQ/MyCrypto,d11cc10325b964af9df14301f6b4ed8d,TestCafe,57,t.wait,t.wait(FIXTURES_CONST.TIMEOUT),fixed_delay,time,test_body,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,t.wait(FIXTURES_CONST.TIMEOUT),false,,,
super-productivity/super-productivity,6302fb36a455bdf140962675c6404417,Playwright,295,"page
        .locator('focus-mode-main')
        .first()
        .waitFor","page
        .locator('focus-mode-main')
        .first()
        .waitFor({ state: 'visible', timeout: 8_000 })",element_state_wait,element,test_body,False,,wait_api,,True,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"page
        .locator('focus-mode-main')
        .first()
        .waitFor({ state: 'visible', timeout: 8_000 })",false,,,
MyCryptoHQ/MyCrypto,6d6a6ff7a69ac784107a987049e98a37,TestCafe,22,t.wait,t.wait(FIXTURES_CONST.TIMEOUT),fixed_delay,time,test_body,True,literal_ms,wait_api,fixed_ms,False,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,t.wait(FIXTURES_CONST.TIMEOUT),false,,,
quoroom-ai/room,c39f1367273f4af4af357b90f1842fd0,Playwright,325,expect(page.getByText('Compatibility Check (required)')).toBeVisible,expect(page.getByText('Compatibility Check (required)')).toBeVisible({ timeout: 5000 }),assertion_retry_wait,assertion,test_body,False,,assertion,assertion_retry,False,False,True,False,ast_assertion_matcher,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,expect(page.getByText('Compatibility Check (required)')).toBeVisible({ timeout: 5000 }),false,,,
JetBrains/kotlin-web-site,ad8b375176066f0719ed6c69d355b734,Playwright,54,context.waitForEvent,context.waitForEvent('page'),event_wait,event,test_body,False,,wait_api,event,True,False,False,False,ast_wait_api,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,context.waitForEvent('page'),false,,,
bbc/simorgh,9a92b9369ba4990fadc54e4ff8eacd67,Cypress,275,cy.wait,cy.wait(requestAlias),unresolved_custom_wait,,helper,False,,wait_api,,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,cy.wait(requestAlias),false,,,
mattermost/mattermost,e5c260c3d1e4e317a5e932eee2072b3b,Cypress,101,"cy.findByRole('combobox', {name: 'Search for people'}).
        typeWithForce(username).
        wait","cy.findByRole('combobox', {name: 'Search for people'}).
        typeWithForce(username).
        wait(TIMEOUTS.ONE_SEC)",unresolved_custom_wait,,helper,False,,wait_api,,False,False,False,False,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Sync pattern/target/argument kind match evidence.,"cy.findByRole('combobox', {name: 'Search for people'}).
        typeWithForce(username).
        wait(TIMEOUTS.ONE_SEC)",false,,,
