repo,test_id,framework,line,name,raw_code,ui_action_category,locator_present,raw_framework_api,normalized_strategy,locator_composition,robustness_signal,evidence_basis,selector_literal_kind,selector_channel,selector_value_origin,locator_strategy_inferred,locator_evidence_basis,locator_composition_evidence_basis,manual_locator_strategy_ok,manual_locator_strategy_should_be,manual_locator_composition_ok,manual_locator_composition_should_be,manual_selector_literal_kind_ok,manual_selector_literal_kind_should_be,manual_notes,event_snippet,snippet_truncated,file_path,enclosing_function_or_helper_snippet,test_body_context_snippet
activist-org/activist,520725aa9545b595915b332e7aa6c612,Playwright,36,signUpPage.passwordInput.fill,"signUpPage.passwordInput.fill(""testpassword"")",text_input,True,Page.passwordInput.fill,page_object_mediated,page_object_mediated,opaque_or_unresolved_signal,ast_call_chain,unknown,unknown,none,page_object_mediated,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"signUpPage.passwordInput.fill(""testpassword"")",false,,,
mattermost/mattermost,f470d14b0b608f1696b1605dadb9539f,Cypress,125,"cy.findByRole('checkbox', {name: 'Colorize usernames: Use colors to distinguish users in compact mode'}).uncheck","cy.findByRole('checkbox', {name: 'Colorize usernames: Use colors to distinguish users in compact mode'}).uncheck()",click,True,cy.findByRole,role_or_accessibility,standalone_locator_query,user_facing_accessibility_signal,regex_fallback,role,role,inline_literal,role_or_accessibility,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.findByRole('checkbox', {name: 'Colorize usernames: Use colors to distinguish users in compact mode'}).uncheck()",false,,,
linode/manager,331d4db0340a306be067e25b3e5c94c7,Cypress,864,cy.findByLabelText,cy.findByLabelText('List of Configurations'),locator_query,True,cy.findByLabelText,label_or_form_affordance,standalone_locator_query,user_facing_accessibility_signal,regex_fallback,label,label,inline_literal,label_or_form_affordance,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByLabelText('List of Configurations'),false,,,
mattermost/mattermost,6f085133465210ed4f0c6a32a34f57a2,Cypress,133,cy.findByTestId('saveSetting').should('be.visible').click,cy.findByTestId('saveSetting').should('be.visible').click(),click,True,cy.findByTestId,test_id_or_data_contract,direct_chain,stable_test_contract_signal,ast_call_chain,test_id,test_id,inline_literal,test_id_or_data_contract,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByTestId('saveSetting').should('be.visible').click(),false,,,
mattermost/mattermost,66de618f592c924e3aee1f241cb5e6d4,Cypress,71,cy.findByText,cy.findByText(guide.text),locator_query,True,cy.findByText,text_content,standalone_locator_query,readable_text_signal,regex_fallback,text,text,member_path,text_content,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByText(guide.text),false,,,
linode/manager,99dc9e00d32068a954f0ea8306aeb521,Cypress,372,"ui.regionSelect
      .findBySelectedItem","ui.regionSelect
      .findBySelectedItem(`${initialRegion.label} (${initialRegion.id})`)",locator_query,True,"t
      .findBySelectedItem",unknown,parameterized_locator,opaque_or_unresolved_signal,unresolved,css_compound,css_compound,inline_literal,unknown,unresolved,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"ui.regionSelect
      .findBySelectedItem(`${initialRegion.label} (${initialRegion.id})`)",false,,,
spartan-ng/spartan,f8afa216ecf470be7a5a0efd20297442,Cypress,45,cy.findByRole,cy.findByRole('tabpanel'),locator_query,True,cy.findByRole,role_or_accessibility,standalone_locator_query,user_facing_accessibility_signal,regex_fallback,role,role,inline_literal,role_or_accessibility,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByRole('tabpanel'),false,,,
midas-research/audino,c56958b8df7729c68a3afc947e90a920,Cypress,87,cy.get,cy.get('.ant-dropdown-menu-sub'),locator_query,True,cy.get,custom_locator_helper,custom_command_mediated,opaque_or_unresolved_signal,source_metadata,class,class,inline_literal,custom_locator_helper,source_metadata,source_metadata,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.get('.ant-dropdown-menu-sub'),false,,,
cloudtogo/pageplug,c52d469eb6f173f7108ba7ee0e6d0954,Cypress,224,"cy
              .xpath(""//div[contains(@class, ' t--widget-textwidget')][2]"", {
                timeout: 50000,
              })
              .eq(0)
              .contains","cy
              .xpath(""//div[contains(@class, ' t--widget-textwidget')][2]"", {
                timeout: 50000,
              })
              .eq(0)
              .contains(""CreditLimit:"", { timeout: 30000 })",locator_query,True,"cy
              .xpath",xpath_selector,positional_refinement,positional_or_structural_signal,regex_fallback,xpath,xpath,inline_literal,xpath_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy
              .xpath(""//div[contains(@class, ' t--widget-textwidget')][2]"", {
                timeout: 50000,
              })
              .eq(0)
              .contains(""CreditLimit:"", { timeout: 30000 })",false,,,
cloudtogo/pageplug,2a81f5027d180ef87d7f314bf3273b4e,Cypress,82,"cy.xpath(Layoutpage.tabEdit.replace(""tabName"", ""Tab 1"")).click","cy.xpath(Layoutpage.tabEdit.replace(""tabName"", ""Tab 1"")).click({
      force: true,
    })",click,True,cy.xpath,xpath_selector,direct_chain,positional_or_structural_signal,ast_call_chain,xpath,xpath,call_expression,xpath_selector,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.xpath(Layoutpage.tabEdit.replace(""tabName"", ""Tab 1"")).click({
      force: true,
    })",false,,,
opensearch-project/OpenSearch-Dashboards,1a3a3306d5bf0798b946da7e928581b6,Cypress,43,cy.getElementByTestId,cy.getElementByTestId('discoverNewButton'),locator_query,True,cy.getElementByTestId,test_id_or_data_contract,standalone_locator_query,stable_test_contract_signal,regex_fallback,test_id,test_id,inline_literal,test_id_or_data_contract,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.getElementByTestId('discoverNewButton'),false,,,
appsmithorg/appsmith,cc29c7d99a0581a40ca94f3905119eb5,Cypress,112,"cy.get("".t--dropdown-option"")
    .children()
    .contains","cy.get("".t--dropdown-option"")
    .children()
    .contains(value)",locator_query,True,cy.get,text_content,direct_chain,readable_text_signal,ast_call_chain,text,text,identifier,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get("".t--dropdown-option"")
    .children()
    .contains(value)",false,,,
mattermost/mattermost,9e714f49791b0965100108f46e4e78da,Cypress,68,cy.findByTestId,cy.findByTestId('GuestAccountsSettings.Enabletrue'),locator_query,True,cy.findByTestId,test_id_or_data_contract,direct_chain,stable_test_contract_signal,ast_call_chain,test_id,test_id,inline_literal,test_id_or_data_contract,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByTestId('GuestAccountsSettings.Enabletrue'),false,,,
plasmicapp/plasmic,e2f9fff468f902bc8dbd19fc25e4f56f,Cypress,201,"cy.get(""[data-test-frame-uid]"")
          .its(""0.contentDocument.body"")
          .should(""not.be.empty"")
          .then(cy.wrap)
          .find("".__wab_editor"")
          .dblclick({ force: t","cy.get(""[data-test-frame-uid]"")
          .its(""0.contentDocument.body"")
          .should(""not.be.empty"")
          .then(cy.wrap)
          .find("".__wab_editor"")
          .dblclick({ force: true })
          .find('[contenteditable=""true""]')",locator_query,True,cy.get,css_selector,unknown,stable_test_contract_signal,regex_fallback,test_id,test_id,inline_literal,css_selector,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get(""[data-test-frame-uid]"")
          .its(""0.contentDocument.body"")
          .should(""not.be.empty"")
          .then(cy.wrap)
          .find("".__wab_editor"")
          .dblclick({ force: true })
          .find('[contenteditable=""true""]')",false,,,
formkit/auto-animate,c4861d5ae52aa284b0146e1ca4f8b50c,Playwright,21,page.locator,page.locator('ul li'),locator_query,True,page.locator,framework_selector_object,standalone_locator_query,implementation_coupled_signal,regex_fallback,css_compound,css_compound,inline_literal,framework_selector_object,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.locator('ul li'),false,,,
sanity-io/sanity,b484e50940b800186879aa21776a45dc,Playwright,55,page.getByTestId,page.getByTestId('pte-block-object'),locator_query,True,page.getByTestId,test_id_or_data_contract,unknown,stable_test_contract_signal,regex_fallback,test_id,test_id,inline_literal,test_id_or_data_contract,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.getByTestId('pte-block-object'),false,,,
linode/manager,37ccfa50f55eef6fb80ce3938701bd14,Cypress,1042,cy.findByText,cy.findByText('VLAN'),locator_query,True,cy.findByText,text_content,standalone_locator_query,readable_text_signal,regex_fallback,text,text,inline_literal,text_content,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.findByText('VLAN'),false,,,
archestra-ai/archestra,751db0181ba60d1374d870a37814c672,Playwright,60,"page.getByRole(""option"", { name: ""Secret"" }).click","page.getByRole(""option"", { name: ""Secret"" }).click()",click,True,page.getByRole,role_or_accessibility,direct_chain,user_facing_accessibility_signal,ast_call_chain,role,role,inline_literal,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.getByRole(""option"", { name: ""Secret"" }).click()",false,,,
mattermost/mattermost,2f3ac638fdd644ab5a2fcdcd89b75c9b,Cypress,161,cy.contains,"cy.contains('span', 'See how billing works')",locator_query,True,cy.contains,text_content,unknown,readable_text_signal,regex_fallback,text,text,inline_literal,text_content,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.contains('span', 'See how billing works')",false,,,
appsmithorg/appsmith,35a74dd4c776557949c577047c8ed781,Cypress,301,cy.xpath,cy.xpath(widgetsPage.textCenterAlign),unknown_action,True,cy.xpath,xpath_selector,unknown,positional_or_structural_signal,regex_fallback,xpath,xpath,member_path,xpath_selector,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.xpath(widgetsPage.textCenterAlign),false,,,
invoicerr-app/invoicerr,d876dc18ccf3ab2494d79665c0fa5964,Cypress,119,Cypress.$(usedRow).find,Cypress.$(usedRow).find('td'),locator_query,True,Cypress,css_selector,unknown,implementation_coupled_signal,regex_fallback,css_structural,css_structural,variable,css_selector,regex_fallback,unresolved,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,Cypress.$(usedRow).find('td'),false,,,
microsoft/fluentui,c6efb6e195e8ac8e51b308fa0c0df6d9,Cypress,220,cy.contains('Custom Trigger').click().get,cy.contains('Custom Trigger').click().get('body'),locator_query,True,cy.contains,text_content,direct_chain,readable_text_signal,regex_fallback,text,text,inline_literal,text_content,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.contains('Custom Trigger').click().get('body'),false,,,
invoicerr-app/invoicerr,b9570164873c86830eeff685f368deda,Cypress,46,cy.get,"cy.get('[data-cy=""auth-submit-btn""]')",locator_query,True,cy.get,test_id_or_data_contract,direct_chain,stable_test_contract_signal,ast_call_chain,test_id,test_id,inline_literal,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"cy.get('[data-cy=""auth-submit-btn""]')",false,,,
FuelLabs/fuels-wallet,d42613106e4eb7c6c2e15ea30adc2c5d,Playwright,139,"getByAriaLabel(
      page,
      `Account Actions ${data.accounts[0].name}`
    ).click","getByAriaLabel(
      page,
      `Account Actions ${data.accounts[0].name}`
    ).click()",click,True,getByAriaLabel,unknown,parameterized_locator,opaque_or_unresolved_signal,unresolved,variable,variable,variable,unknown,unresolved,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"getByAriaLabel(
      page,
      `Account Actions ${data.accounts[0].name}`
    ).click()",false,,,
ohcnetwork/care_fe,e2a29ca107708c4322a72773e844d7c2,Playwright,45,page.getByRole,"page.getByRole(""combobox"")",locator_query,True,page.getByRole,role_or_accessibility,chained_refinement,user_facing_accessibility_signal,ast_call_chain,role,role,inline_literal,role_or_accessibility,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"page.getByRole(""combobox"")",false,,,
runtipi/runtipi,4dbb22565da9d612bd759f7dd9bc78f4,Playwright,22,page.getByPlaceholder('you@example.com').fill,page.getByPlaceholder('you@example.com').fill(testUser.email),text_input,True,page.getByPlaceholder,placeholder_or_alt_title,direct_chain,user_facing_accessibility_signal,ast_call_chain,placeholder,placeholder,inline_literal,custom_locator_helper,ast_call_chain,ast_call_chain,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,page.getByPlaceholder('you@example.com').fill(testUser.email),false,,,
FuelLabs/fuels-wallet,da52001ca1d3e7ee34bd3334746a5615,Playwright,93,"getByAriaLabel(page, 'Remove').first().click","getByAriaLabel(page, 'Remove').first().click()",click,True,getByAriaLabel,unknown,positional_refinement,opaque_or_unresolved_signal,unresolved,variable,variable,variable,unknown,unresolved,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,"getByAriaLabel(page, 'Remove').first().click()",false,,,
UI5/webcomponents-react,95428219ff62e11ec7c9b70b98f1e205,Cypress,1833,cy.get,cy.get('@sections'),locator_query,True,cy.get,css_selector,standalone_locator_query,implementation_coupled_signal,regex_fallback,cypress_alias_reference,cypress_alias_reference,inline_literal,css_selector,regex_fallback,regex_fallback,correct,n/a,correct,n/a,correct,n/a,Boundary-tolerant RQ3 review: locator strategy/composition/channel acceptable.,cy.get('@sections'),false,,,
